YEAR_MONTH,BNF_SECTION_CODE,BNF_SECTION,ITEMS,TOTAL_QUANTITY,NIC
202203,703,Contraceptives,644878.0,57474115.0,5697335.37
202203,704,Drugs for genito-urinary disorders,1867918.0,55830287.0,12079325.44
202203,801,Cytotoxic drugs,17244.0,746303.0,520191.63
202203,802,Drugs affecting the immune response,101077.0,7567940.0,2667649.64
202203,803,Sex hormones and hormone antagonists in malignant disease,277353.0,7892900.0,10886084.51
202203,901,Anaemias and some other blood disorders,1877464.0,83626092.0,5618339.6
202203,902,Fluids and electrolytes,103509.0,7476680.0,1102330.14
202203,904,Oral nutrition,502645.0,2496936952.5,38697686.53
202203,905,Minerals,201539.0,34545821.0,3985472.02
202203,906,Vitamins,2860117.0,129869018.4,14076648.919999998
202203,908,Metabolic disorders,374.0,127874.0,226059.16
202203,909,Foods,18788.0,91280793.0,2107525.1
202203,910,Compound vitamin and mineral formulations,11610.0,434550.0,81797.7
202203,911,Health supplements,5355.0,340961.0,341145.74
202203,912,Other health supplements,11480.0,427555.0,48410.95
202204,1001,Drugs used in rheumatic diseases and gout,1789816.0,81737529.0,7066544.09
202204,1002,Drugs used in neuromuscular disorders,132913.0,21901578.0,1036600.89
202204,1003,Drugs for soft-tissue disorders and topical pain relief,558163.0,59373749.0,3131547.79
202204,101,Dyspepsia and gastro-oesophageal reflux disease,345680.0,176119985.0,2155068.24
202204,102,Antispasmodics and other drugs altering gut motility,383003.0,32306812.0,4718125.22
202204,103,Antisecretory drugs and mucosal protectants,6017695.0,217122430.0,16033310.15
202204,104,Acute diarrhoea,135299.0,12382088.0,671026.74
202204,105,Chronic bowel disorders,211129.0,25717641.0,11583763.14
202204,106,Laxatives,1512064.0,195812876.0,9589404.55
202204,107,Local preparations for anal and rectal disorders,100818.0,2711754.0,697064.59
202204,109,Drugs affecting intestinal secretions,81817.0,17891877.0,4492117.66
202204,1103,Anti-infective eye preparations,95794.0,847386.5,894070.3400000001
202204,1104,Corticosteroids and other anti-inflammatory preparations,167388.0,2759102.5,1874228.56
202204,1105,Mydriatics and cycloplegics,6797.0,141358.0,572478.51
202204,1106,Treatment of glaucoma,779462.0,11715329.0,7493939.58
202204,1107,Local anaesthetics,44.0,894.0,498.4
202204,1108,Miscellaneous ophthalmic preparations,259235.0,6349439.5,1672552.03
202204,1201,Drugs acting on the ear,123973.0,770686.5,626005.78
202204,1202,Drugs acting on the nose,684640.0,3259507.0,4982353.05
202204,1203,Drugs acting on the oropharynx,89238.0,16645514.2,469694.5
202204,1301,Management of skin conditions,3868.0,2176958.0,14758.0
202204,1302,Emollient and barrier preparations,520517.0,268186781.0,3871846.82
202204,1303,Topical local anaesthetics and antipruritics,24423.0,6522561.0,224535.74
202204,1304,Topical corticosteroids,897403.0,48147141.0,4918539.47
202204,1305,Preparations for eczema and psoriasis,137704.0,11918100.0,5754376.66
202204,1306,Acne and rosacea,135857.0,6568079.0,2462400.99
202204,1307,Preparations for warts and calluses,8745.0,122467.5,186020.91
202204,1308,Sunscreens and camouflagers,32348.0,2245470.41,1054324.48
202204,1309,Shampoos and other preparations for scalp and hair conditions,102561.0,20556941.0,825599.99
202204,1310,Anti-infective skin preparations,231032.0,7190750.5,1223016.1800000002
202204,1311,"Skin cleansers,antiseptics and desloughing agents",18634.0,8963744.0,161074.44
202204,1312,Antiperspirants,3394.0,198083.0,28007.19
202204,1313,Wound management products,1497.0,15629.0,55014.630000000005
202204,1314,Topical circulatory preparations,6411.0,409018.0,32641.53
202204,1315,Miscellaneous topical preparations,126.0,18740.0,10843.67
202204,1404,Vaccines and antisera,152993.0,153452.0,1856029.92
202204,1405,Immunoglobulins,3.0,3.0,1250.0
202204,1501,General anaesthesia,30729.0,8474793.5,287190.73
202204,1502,Local anaesthesia,95747.0,1630094.5,1500570.37
202204,1803,X-Ray contrast media,10.0,7600.0,1330.0
202204,1902,Selective preparations,34094.0,10184626.0,511590.66
202204,1904,Single substances,151.0,119335.0,1230.2800000000002
202204,1905,Other preparations,783.0,43654.0,10551.03
202204,1906,Acids,378.0,130024.0,8138.719999999999
202204,1907,"Base,diluent, suspending agents and stabilisers",40526.0,27539446.0,1402673.54
202204,1908,"Colouring,flavouring and sweetening agents",4.0,500.0,75.76
202204,1909,"Disinfectants, preservatives and sterilising agents",1.0,250.0,58.57
202204,1913,Cordials and soft drinks,66.0,369246.0,2526.42
202204,1914,Waters,888.0,7648956.0,5906.62
202204,2001,Absorbent Cottons,107.0,77500.0,939.86
202204,2002,Arm Sling/Bandages,42105.0,592521.0,1075383.43
202204,2003,Wound Management & Other Dressings,289494.0,5210583.2,9440664.83
202204,2004,Gauzes & Gauze Tissue,6828.0,370919.0,197358.79
202204,2005,Tracheostomy & Laryngectomy Appliances,15590.0,778835.0,1364021.81
202204,2007,Lints,19.0,18025.0,486.68
202204,2009,Stockinette,38977.0,341000.5,518973.54
202204,201,Positive inotropic drugs,213017.0,5625933.0,258014.4
202204,2010,Surgical Adhesive Tape,18942.0,260907.5,77497.39
202204,2011,Surgical Sutures,4529.0,6277.0,12601.57
202204,2012,Swabs,22357.0,4146599.0,83891.4
202204,2014,"Skin Closure Strips, Sterile",3007.0,19224.0,4500.14
202204,2015,"Skin Adhesive, Sterile",52.0,27.0,374.02
202204,2017,Cervical Collar,15.0,18.0,46.2
202204,2018,Cellulose Wadding BP 1988,2.0,1500.0,6.6000000000000005
202204,202,Diuretics,2441151.0,81767752.0,4433234.23
202204,2020,Silk Garments,602.0,2268.0,40671.4
202204,203,Anti-arrhythmic drugs,76325.0,4063538.0,518373.31
202204,204,Beta-adrenoceptor blocking drugs,3386894.0,128314547.0,4963996.83
202204,205,Hypertension and heart failure,6086111.0,224109166.0,19063941.96
202204,206,"Nitrates, calcium-channel blockers & other antianginal drugs",4464274.0,157462656.0,15199971.13
202204,207,Sympathomimetics,14159.0,1088149.0,429619.68
202204,208,Anticoagulants and protamine,1656104.0,73875538.0,68918306.43
202204,209,Antiplatelet drugs,2641535.0,80494144.0,5797993.529999999
202204,2101,Other Appliances,849280.0,74342863.0,4861306.75
202204,2102,Catheters,104999.0,7161604.0,13411153.27
202204,2103,Chiropody Appliances,172.0,2421.0,1834.66
202204,2104,Contraceptive Devices,2694.0,2757.0,31914.16
202204,2106,Trusses,108.0,109.0,3439.14
202204,2107,Elastic Hosiery,34130.0,91997.0,630082.88
202204,211,Antifibrinolytic drugs and haemostatics,41212.0,2575449.0,263612.09
202204,2112,Peak Flow Meters,32859.0,33038.0,183273.64
202204,2113,Catheter Maintenance Products,17248.0,9921740.0,594208.09
202204,2114,Lubricant Gels,23231.0,1525594.5,83747.86
202204,2116,Irrigation Solutions,33786.0,993492.0,238744.31
202204,2118,Vacuum Pumps for Erectile Dysfunction,1192.0,2576.0,131616.14
202204,2119,Oral Film Forming Agents,1155.0,100307.0,56526.380000000005
202204,212,Lipid-regulating drugs,6708991.0,219632992.0,10899131.05
202204,2120,Venous Ulcer Compression System,7027.0,24472.0,321100.43
202204,2121,Dry Mouth Products,40322.0,4197106.0,280140.24
202204,2122,Emollients,772375.0,403411533.0,4488066.029999999
202204,2123,Vaginal Moisturisers,24569.0,961872.0,223895.3
202204,2124,Nasal Products,29129.0,1859282.0,99798.65
202204,2125,Vaginal Dilators,257.0,265.0,8034.049999999999
202204,2126,Leg Ulcer Wrap,1.0,2.0,27.6
202204,2127,Lymphoedema Garments,32279.0,83717.0,2080701.19
202204,2128,Anal Irrigation System,13592.0,48272.0,2273249.76
202204,2129,Pressure Offloading Device,2451.0,4030.0,95082.74
202204,2130,Eye Products,568226.0,8550776.0,4535014.09
202204,2131,Cycloidal Vibration Accessories,2.0,120.0,600.0
202204,2132,Inhalation Solutions,6465.0,427942.0,166525.22
202204,2133,Indwelling Pleural Cath Drain System,793.0,8148.0,223344.08
202204,2134,Vaginal PH Correction Products,636.0,9944.0,6297.0
202204,2135,Acne Treatment,2.0,50.0,26.0
202204,2136,Adhesive Dressing Remover Ster Silicone,837.0,57106.0,22875.29
202204,2137,Pelvic Toning Devices,44.0,44.0,658.95
202204,2138,Low Friction Products,2336.0,5402.0,55410.37
202204,2139,Prosthetic Adhesives,9.0,120.0,89.04
202204,2140,Bacterial Decolonisation Products,164.0,17222.0,753.88
202204,2141,Physical Debridement Device,5594.0,66443.0,332042.72
202204,2142,Jaw Rehabilitation Device,77.0,320.0,6227.45
202204,2143,Micro-Enema - Sodium Citrate,182.0,3413.0,1481.83
202204,2146,Hernia Support Garments,77.0,112.0,4132.8
202204,2147,Dev For Fungal Nail Infections,64.0,104.0,1406.76
202204,2148,Detection Sensor Interstitial Fluid/Gluc,135188.0,304073.0,10642555.0
202204,2149,Pulsed Electromagnetic Stimulator,37.0,52.0,725.4000000000001
202204,2202,Anal Plugs,883.0,32277.0,77231.88
202204,2205,Catheter Valves,10488.0,75099.0,189859.84
202204,2215,Faecal Collectors,220.0,4610.0,11317.02
202204,2220,Incontinence Belts,1.0,3.0,13.32
202204,2230,Incontinence Sheaths,12473.0,491465.0,873566.6599999999
202204,2240,Incontinence Sheath Fixing Strips & Adh,1653.0,48613.0,30970.94
202204,2250,Leg Bags,54920.0,656388.0,1880703.65
202204,2260,Night Drainage Bags,79396.0,2047032.0,1181915.51
202204,2270,Suspensory Systems,1258.0,9538.0,66724.35
202204,2280,Tubing And Accessories,25510.0,171761.0,375318.36
202204,2285,Insert For Female Stress Incont,372.0,576.0,19974.32
202204,2290,Urinal Systems,1210.0,8925.0,57134.31
202204,2305,Adhesive Discs/Rings/Pads/Plasters,21688.0,1495887.0,940446.75
202204,2310,Adhesive (Pastes/Sprays/Solutions),33.0,3034.0,583.2
202204,2315,Adhesive Removers (Sprays/Liquids/Wipes),88603.0,11766015.0,1858578.42
202204,2320,Bag Closures,325.0,14889.0,4292.52
202204,2325,Bag Covers,507.0,1676.0,15305.67
202204,2330,Belts,8710.0,12745.0,434297.27
202204,2335,Colostomy Bags,36319.0,2567983.0,8077820.28
202204,2345,Deodorants,7328.0,1400555.0,93291.07
202204,2346,Discharge Solidifying Agents,2408.0,464237.0,136144.26
202204,2350,Filters/Bridges,280.0,16530.0,15068.72
202204,2355,Flanges,14.0,69.0,1098.15
202204,2360,Ileostomy Bags,57743.0,2276355.0,9201323.46
202204,2370,Irrigation Washout Appliances,2858.0,61872.0,107722.99
202204,2375,Pressure Plates/Shields,109.0,396.0,3121.99
202204,2380,Skin Fillers And Protectives,268951.0,29237530.200000003,3074332.6900000004
202204,2385,Skin Protectors,20272.0,822905.0,1639258.71
202204,2390,Stoma Caps/Dressings,1357.0,64192.0,90263.07
202204,2392,Tubing & Accessories,366.0,6729.0,16809.59
202204,2394,Two Piece Ostomy Systems,20206.0,785465.0,1992199.55
202204,2396,Urostomy Bags,11952.0,355015.0,2162627.64
202204,301,Bronchodilators,2440994.0,14506168.0,28086011.09
202204,302,Corticosteroids (respiratory),1784546.0,2287484.0,50940685.51
202204,303,"Cromoglycate, leukotriene and phosphodesterase type-4 inhib",336477.0,10309211.0,541229.23
202204,304,"Antihistamines, hyposensitisation and allergic emergencies",1228325.0,60387541.0,6952496.28
202204,307,Mucolytics,263461.0,34999512.0,1290380.04
202204,308,Aromatic inhalations,4.0,1300.0,38.72
202204,309,Cough preparations,15504.0,3903397.0,51342.52
202204,310,Systemic nasal decongestants,1703.0,161494.0,13107.84
202204,401,Hypnotics and anxiolytics,1134124.0,33569793.0,8104497.0
202204,402,Drugs used in psychoses and related disorders,1089671.0,37819026.0,9922339.8
202204,403,Antidepressant drugs,6939008.0,256810572.0,16009188.170000002
202204,404,CNS stimulants and drugs used for ADHD,192347.0,7563286.0,7667211.08
202204,405,Drugs used in the treatment of obesity,28655.0,2598081.0,808583.19
202204,406,Drugs used in nausea and vertigo,498566.0,30705981.0,2762175.5700000003
202204,407,Analgesics,4938484.0,542915927.0,32720543.95
202204,408,Antiepileptic drugs,2546344.0,206440873.0,24892713.02
202204,409,Drugs used in parkinsonism and related disorders,431667.0,30449578.0,7583335.54
202204,410,Drugs used in substance dependence,307463.0,120609977.4,4676939.1
202204,411,Drugs for dementia,340070.0,8480043.0,2008130.39
202204,501,Antibacterial drugs,2716029.0,105437313.5,12526847.32
202204,502,Antifungal drugs,121566.0,3484659.0,554101.49
202204,503,Antiviral drugs,91073.0,4556443.0,1100881.26
202204,504,Antiprotozoal drugs,197045.0,5430330.0,699746.19
202204,505,Anthelmintics,5616.0,114242.0,33436.78
202204,601,Drugs used in diabetes,5059889.0,301562159.0,106693374.09
202204,602,Thyroid and antithyroid drugs,2787035.0,101169061.0,5706090.86
202204,603,Corticosteroids (endocrine),651298.0,32962300.0,2539436.28
202204,604,Sex Hormones,1000590.0,53695793.0,11015354.4
202204,605,"Hypothalamic and pituitary hormones and anti, oestrogens",27703.0,1291812.5,3352501.22
202204,606,Drugs affecting bone metabolism,513469.0,2629894.0,2830045.25
202204,607,Other endocrine drugs,7605.0,147011.0,552202.46
202204,702,Treatment of vaginal and vulval conditions,248477.0,4613137.0,3180973.72
202204,703,Contraceptives,592646.0,52715921.0,4893110.5600000005
202204,704,Drugs for genito-urinary disorders,1757003.0,52490955.0,11770968.62
202204,801,Cytotoxic drugs,16229.0,708884.0,502806.57
202204,802,Drugs affecting the immune response,94162.0,7043629.0,2428694.51
202204,803,Sex hormones and hormone antagonists in malignant disease,262008.0,7418747.0,10520864.75
202204,901,Anaemias and some other blood disorders,1760792.0,76799793.0,5098867.15
202204,902,Fluids and electrolytes,94761.0,7028934.0,1052998.71
202204,903,Intravenous nutrition,2.0,21.0,58.55
202204,904,Oral nutrition,463335.0,2317479289.0,35816355.93
202204,905,Minerals,174505.0,29021747.0,3478928.16
202204,906,Vitamins,2680486.0,121435262.5,12894775.12
202204,908,Metabolic disorders,330.0,103500.0,204299.33
202204,909,Foods,17303.0,85057403.5,1949894.04
202204,910,Compound vitamin and mineral formulations,10831.0,396554.0,73075.6
202204,911,Health supplements,4960.0,302983.0,314128.0
202204,912,Other health supplements,10698.0,403564.0,44841.2
202205,1001,Drugs used in rheumatic diseases and gout,1890653.0,86215876.0,7495811.67
202205,1002,Drugs used in neuromuscular disorders,138578.0,22932117.0,1096079.83
202205,1003,Drugs for soft-tissue disorders and topical pain relief,594550.0,63160595.0,3350126.0500000003
202205,101,Dyspepsia and gastro-oesophageal reflux disease,357923.0,177604263.0,2212985.27
202205,102,Antispasmodics and other drugs altering gut motility,402642.0,34059149.0,5011267.09
202205,103,Antisecretory drugs and mucosal protectants,6291892.0,227652806.0,16890970.369999997
202205,104,Acute diarrhoea,141990.0,13092777.0,712908.64
202205,105,Chronic bowel disorders,220963.0,26943542.0,12297325.21
202205,106,Laxatives,1610389.0,205143323.0,10330635.08
202205,107,Local preparations for anal and rectal disorders,108471.0,2894731.0,756397.02
202205,109,Drugs affecting intestinal secretions,85394.0,18742154.0,4708179.66
202205,1103,Anti-infective eye preparations,96933.0,868061.5,911920.9
202205,1104,Corticosteroids and other anti-inflammatory preparations,191108.0,3105036.0,2078560.93
202205,1105,Mydriatics and cycloplegics,7220.0,150386.0,637641.3400000001
202205,1106,Treatment of glaucoma,810266.0,12398221.0,8163311.03
202205,1107,Local anaesthetics,32.0,561.0,317.75
202205,1108,Miscellaneous ophthalmic preparations,266499.0,6713589.5,1769482.87
202205,1201,Drugs acting on the ear,138571.0,856564.5,692030.23
202205,1202,Drugs acting on the nose,730852.0,3395564.0,5302676.16
202205,1203,Drugs acting on the oropharynx,97578.0,18163649.0,527949.94
202205,1301,Management of skin conditions,3936.0,2205691.0,14933.14
202205,1302,Emollient and barrier preparations,542148.0,280097491.0,4054184.0
202205,1303,Topical local anaesthetics and antipruritics,24256.0,6580091.0,229808.2
202205,1304,Topical corticosteroids,945649.0,50713873.0,5165637.97
202205,1305,Preparations for eczema and psoriasis,147013.0,12613811.0,6068095.4
202205,1306,Acne and rosacea,139523.0,6664488.0,2488382.63
202205,1307,Preparations for warts and calluses,10493.0,149593.0,212393.35
202205,1308,Sunscreens and camouflagers,38489.0,2473557.0,1258773.74
202205,1309,Shampoos and other preparations for scalp and hair conditions,108201.0,21543838.0,875059.41
202205,1310,Anti-infective skin preparations,250408.0,7809516.0,1311708.01
202205,1311,"Skin cleansers,antiseptics and desloughing agents",19734.0,9463130.0,166787.57
202205,1312,Antiperspirants,4163.0,236470.0,27910.01
202205,1313,Wound management products,1457.0,14390.0,49933.3
202205,1314,Topical circulatory preparations,6978.0,444100.0,35439.18
202205,1315,Miscellaneous topical preparations,168.0,28145.0,13635.16
202205,1404,Vaccines and antisera,134175.0,136270.0,1754232.59
202205,1405,Immunoglobulins,3.0,3.0,750.0
202205,1501,General anaesthesia,30662.0,277974.5,297068.82
202205,1502,Local anaesthesia,109565.0,1759235.0,1572506.56
202205,1803,X-Ray contrast media,7.0,4200.0,735.0
202205,1902,Selective preparations,41440.0,11839225.0,632655.6
202205,1904,Single substances,139.0,115280.0,5924.81
202205,1905,Other preparations,853.0,44192.0,10624.36
202205,1906,Acids,446.0,139103.0,9452.55
202205,1907,"Base,diluent, suspending agents and stabilisers",42726.0,28915661.0,1472812.94
202205,1908,"Colouring,flavouring and sweetening agents",8.0,800.0,126.48
202205,1913,Cordials and soft drinks,69.0,383040.0,2620.8
202205,1914,Waters,923.0,9724922.0,9332.52
202205,2001,Absorbent Cottons,127.0,82225.0,999.31
202205,2002,Arm Sling/Bandages,44886.0,630432.0,1164484.57
202205,2003,Wound Management & Other Dressings,311084.0,5612720.2,10392076.12
202205,2004,Gauzes & Gauze Tissue,7070.0,397847.0,203342.27
202205,2005,Tracheostomy & Laryngectomy Appliances,17388.0,869394.0,1542175.15
202205,2006,Foam,3.0,12.0,63.34
202205,2007,Lints,19.0,20825.0,569.74
202205,2009,Stockinette,41082.0,365037.5,539658.45
202205,201,Positive inotropic drugs,221230.0,5834420.0,267874.56
202205,2010,Surgical Adhesive Tape,20161.0,279406.0,85974.07
202205,2011,Surgical Sutures,5451.0,8250.0,17225.43
202205,2012,Swabs,23438.0,4549950.0,89095.59
202205,2014,"Skin Closure Strips, Sterile",5127.0,26418.0,6414.19
202205,2015,"Skin Adhesive, Sterile",51.0,45.0,542.76
202205,2017,Cervical Collar,19.0,21.0,53.1
202205,2018,Cellulose Wadding BP 1988,1.0,500.0,2.2
202205,202,Diuretics,2553504.0,85772977.0,4683420.3
202205,2020,Silk Garments,712.0,2790.0,48530.61
202205,203,Anti-arrhythmic drugs,79651.0,4270320.0,555303.89
202205,204,Beta-adrenoceptor blocking drugs,3532779.0,134481999.0,5215115.13
202205,205,Hypertension and heart failure,6350133.0,234663414.0,19696906.55
202205,206,"Nitrates, calcium-channel blockers & other antianginal drugs",4653304.0,164447527.0,16123443.55
202205,207,Sympathomimetics,14612.0,1104080.0,433979.19
202205,208,Anticoagulants and protamine,1724484.0,76983178.0,72248648.06
202205,209,Antiplatelet drugs,2744237.0,83915932.0,6024543.91
202205,2101,Other Appliances,892592.0,77554834.0,5148156.8100000005
202205,2102,Catheters,116873.0,8104056.0,15149040.35
202205,2103,Chiropody Appliances,193.0,2507.0,2359.41
202205,2104,Contraceptive Devices,2977.0,3026.0,35046.29
202205,2106,Trusses,123.0,131.0,4201.76
202205,2107,Elastic Hosiery,37376.0,100568.0,685103.33
202205,211,Antifibrinolytic drugs and haemostatics,45677.0,2852292.0,290341.91
202205,2112,Peak Flow Meters,36037.0,36122.0,199899.83
202205,2113,Catheter Maintenance Products,18550.0,10861180.0,646811.6599999999
202205,2114,Lubricant Gels,25586.0,1737242.5,93619.58
202205,2116,Irrigation Solutions,35805.0,1040839.0,257284.57
202205,2118,Vacuum Pumps for Erectile Dysfunction,1374.0,2913.0,155296.59
202205,2119,Oral Film Forming Agents,1248.0,107455.0,61634.56
202205,212,Lipid-regulating drugs,7002144.0,230270579.0,11651475.08
202205,2120,Venous Ulcer Compression System,7936.0,27446.0,362390.5
202205,2121,Dry Mouth Products,41801.0,4370342.0,291940.91000000003
202205,2122,Emollients,796889.0,416408033.0,4630645.15
202205,2123,Vaginal Moisturisers,26616.0,1077646.0,241302.16
202205,2124,Nasal Products,30397.0,1980003.0,106035.36
202205,2125,Vaginal Dilators,274.0,281.0,8523.35
202205,2127,Lymphoedema Garments,38617.0,99945.0,2531023.67
202205,2128,Anal Irrigation System,15185.0,54692.0,2572675.1
202205,2129,Pressure Offloading Device,2840.0,4655.0,106976.97
202205,2130,Eye Products,602963.0,9162817.0,4846759.57
202205,2131,Cycloidal Vibration Accessories,2.0,172.0,860.0
202205,2132,Inhalation Solutions,6611.0,438905.0,169192.13
202205,2133,Indwelling Pleural Cath Drain System,851.0,8149.0,220701.04
202205,2134,Vaginal PH Correction Products,678.0,10757.0,6842.25
202205,2135,Acne Treatment,6.0,225.0,89.0
202205,2136,Adhesive Dressing Remover Ster Silicone,924.0,74831.0,29232.24
202205,2137,Pelvic Toning Devices,35.0,35.0,523.95
202205,2138,Low Friction Products,2512.0,5791.0,59292.45
202205,2139,Prosthetic Adhesives,10.0,215.0,161.45
202205,2140,Bacterial Decolonisation Products,162.0,18952.0,754.63
202205,2141,Physical Debridement Device,6076.0,72532.0,366814.19
202205,2142,Jaw Rehabilitation Device,73.0,362.0,5180.18
202205,2143,Micro-Enema - Sodium Citrate,141.0,2640.0,1146.18
202205,2145,Douches,2.0,2.0,10.34
202205,2146,Hernia Support Garments,85.0,133.0,4907.7
202205,2147,Dev For Fungal Nail Infections,76.0,157.0,1586.6799999999998
202205,2148,Detection Sensor Interstitial Fluid/Gluc,145588.0,328779.0,11507229.65
202205,2149,Pulsed Electromagnetic Stimulator,53.0,72.0,1004.4
202205,2202,Anal Plugs,960.0,35812.0,85677.45999999999
202205,2205,Catheter Valves,11469.0,83070.0,210022.04
202205,2210,Drainable Dribbling Appliances,1.0,1.0,55.14
202205,2215,Faecal Collectors,264.0,5355.0,12996.53
202205,2220,Incontinence Belts,1.0,1.0,6.56
202205,2230,Incontinence Sheaths,14107.0,553886.0,977311.71
202205,2240,Incontinence Sheath Fixing Strips & Adh,1663.0,48335.0,30980.0
202205,2250,Leg Bags,59656.0,712547.0,2041651.37
202205,2260,Night Drainage Bags,85679.0,2219856.0,1282688.24
202205,2270,Suspensory Systems,1370.0,10433.0,69844.88
202205,2280,Tubing And Accessories,27424.0,185962.0,404798.63
202205,2285,Insert For Female Stress Incont,398.0,685.0,24102.2
202205,2290,Urinal Systems,1259.0,9249.0,64742.45
202205,2305,Adhesive Discs/Rings/Pads/Plasters,24462.0,1680444.0,1059457.71
202205,2310,Adhesive (Pastes/Sprays/Solutions),36.0,3724.0,789.7
202205,2315,Adhesive Removers (Sprays/Liquids/Wipes),98723.0,13116653.0,2083791.23
202205,2320,Bag Closures,366.0,17322.0,4655.99
202205,2325,Bag Covers,537.0,1806.0,16187.56
202205,2330,Belts,9348.0,13716.0,456933.27
202205,2335,Colostomy Bags,40209.0,2863784.0,9012815.14
202205,2345,Deodorants,8268.0,1606651.0,107284.32
202205,2346,Discharge Solidifying Agents,2732.0,531290.0,156284.74
202205,2350,Filters/Bridges,270.0,16170.0,13348.47
202205,2355,Flanges,25.0,116.0,1918.28
202205,2360,Ileostomy Bags,64317.0,2546694.0,10300923.52
202205,2370,Irrigation Washout Appliances,3219.0,71119.0,118881.0
202205,2375,Pressure Plates/Shields,118.0,373.0,3118.69
202205,2380,Skin Fillers And Protectives,282610.0,30625131.4,3299899.99
202205,2385,Skin Protectors,22696.0,925587.0,1841284.04
202205,2390,Stoma Caps/Dressings,1488.0,71740.0,101167.71
202205,2392,Tubing & Accessories,386.0,7141.0,17638.68
202205,2394,Two Piece Ostomy Systems,22318.0,866785.0,2212269.82
202205,2396,Urostomy Bags,13372.0,399582.0,2433560.17
202205,301,Bronchodilators,2545624.0,14787263.0,29216515.29
202205,302,Corticosteroids (respiratory),1865445.0,2392506.0,53151971.94
202205,303,"Cromoglycate, leukotriene and phosphodesterase type-4 inhib",356358.0,10966319.0,569247.98
202205,304,"Antihistamines, hyposensitisation and allergic emergencies",1365166.0,69497769.0,8011612.52
202205,307,Mucolytics,274677.0,36487368.0,1381093.6
202205,308,Aromatic inhalations,5.0,1050.0,25.18
202205,309,Cough preparations,14100.0,3671644.0,35758.79
202205,310,Systemic nasal decongestants,1625.0,150064.0,12922.55
202205,311,Antifibrotics,3.0,337.0,5361.84
202205,401,Hypnotics and anxiolytics,1174506.0,34869756.0,8649601.04
202205,402,Drugs used in psychoses and related disorders,1128914.0,39313376.0,10403984.56
202205,403,Antidepressant drugs,7245109.0,268771121.0,16790789.83
202205,404,CNS stimulants and drugs used for ADHD,205167.0,8063066.0,8242602.05
202205,405,Drugs used in the treatment of obesity,31906.0,2932657.0,912817.81
202205,406,Drugs used in nausea and vertigo,521462.0,32225927.0,2872875.04
202205,407,Analgesics,5105906.0,561360292.8,34002324.870000005
202205,408,Antiepileptic drugs,2643324.0,215602437.0,26472938.81
202205,409,Drugs used in parkinsonism and related disorders,448201.0,31737389.0,7843771.33
202205,410,Drugs used in substance dependence,318650.0,123992867.6,4866859.44
202205,411,Drugs for dementia,354223.0,8830232.0,2140662.86
202205,501,Antibacterial drugs,2799683.0,114380367.0,13319959.09
202205,502,Antifungal drugs,132328.0,3810822.0,577605.3200000001
202205,503,Antiviral drugs,95826.0,4892525.0,1226651.18
202205,504,Antiprotozoal drugs,205290.0,5682110.0,726005.85
202205,505,Anthelmintics,6136.0,120729.0,46180.4
202205,601,Drugs used in diabetes,5298285.0,316237204.0,111936598.13
202205,602,Thyroid and antithyroid drugs,2914725.0,106287282.0,6106288.83
202205,603,Corticosteroids (endocrine),657942.0,33441206.0,2674758.56
202205,604,Sex Hormones,1112300.0,58804295.5,12787058.49
202205,605,"Hypothalamic and pituitary hormones and anti, oestrogens",29846.0,1392470.0,3627775.75
202205,606,Drugs affecting bone metabolism,533729.0,2746185.0,3131763.17
202205,607,Other endocrine drugs,7943.0,148077.0,565497.57
202205,701,Drugs used in obstetrics,1.0,2.0,16.0
202205,702,Treatment of vaginal and vulval conditions,275333.0,5155216.0,3548258.41
202205,703,Contraceptives,642741.0,57452995.0,5537032.82
202205,704,Drugs for genito-urinary disorders,1841794.0,55175416.0,12492230.66
202205,801,Cytotoxic drugs,16960.0,735382.0,496078.64
202205,802,Drugs affecting the immune response,98491.0,7369804.0,2481345.56
202205,803,Sex hormones and hormone antagonists in malignant disease,273491.0,7774105.0,10904035.69
202205,901,Anaemias and some other blood disorders,1870784.0,82642411.0,5513533.77
202205,902,Fluids and electrolytes,99483.0,7405736.0,1108880.36
202205,904,Oral nutrition,486760.0,2408214455.0,37608150.13
202205,905,Minerals,190954.0,32392026.0,3817451.23
202205,906,Vitamins,2777744.0,126254800.0,13015680.1
202205,908,Metabolic disorders,344.0,103411.0,204918.2
202205,909,Foods,18171.0,93402060.5,2176518.46
202205,910,Compound vitamin and mineral formulations,11414.0,423502.0,77615.32
202205,911,Health supplements,5308.0,330982.0,330348.39
202205,912,Other health supplements,11381.0,415299.0,45841.14
202206,1001,Drugs used in rheumatic diseases and gout,1835271.0,83650522.0,7263386.09
202206,1002,Drugs used in neuromuscular disorders,135820.0,22641154.0,1053417.87
202206,1003,Drugs for soft-tissue disorders and topical pain relief,574533.0,61255327.0,3187138.06
202206,101,Dyspepsia and gastro-oesophageal reflux disease,351372.0,178785695.0,2209709.89
202206,102,Antispasmodics and other drugs altering gut motility,393192.0,33363022.0,4917712.21
202206,103,Antisecretory drugs and mucosal protectants,6121005.0,221355920.0,16723720.12
202206,104,Acute diarrhoea,138870.0,12751698.0,702093.76
202206,105,Chronic bowel disorders,215988.0,26355583.0,13161984.93
202206,106,Laxatives,1562540.0,199028716.0,10025523.48
202206,107,Local preparations for anal and rectal disorders,104549.0,2804765.0,716061.48
