YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,PREP_CLASS,PRESCRIBED_PREP_CLASS,ITEMS,NIC
202312,0212000F0,Colestyramine,03,03,2837.0,59600.94
202312,0212000F0,Colestyramine,05,05,4.0,235.71
202312,0212000K0,Colestipol hydrochloride,03,02,19.0,566.89
202312,0212000K0,Colestipol hydrochloride,03,03,6.0,236.87
202312,0212000K0,Colestipol hydrochloride,05,05,3.0,5813.4
202312,0212000L0,Ezetimibe,01,01,275539.0,5482720.319999999
202312,0212000L0,Ezetimibe,03,03,2413.0,68967.07
202312,0212000L0,Ezetimibe,05,05,941.0,19815.73
202312,0212000M0,Fluvastatin sodium,01,01,7350.0,55975.600000000006
202312,0212000M0,Fluvastatin sodium,03,03,2.0,57.6
202312,0212000M0,Fluvastatin sodium,05,05,7.0,54.91
202312,0212000P0,Fenofibrate,01,01,49239.0,194972.16
202312,0212000P0,Fenofibrate,03,01,19.0,283.07
202312,0212000P0,Fenofibrate,03,02,3.0,21.45
202312,0212000P0,Fenofibrate,03,03,1204.0,14381.62
202312,0212000P0,Fenofibrate,05,01,2.0,8.76
202312,0212000P0,Fenofibrate,05,05,34.0,174.73
202312,0212000Q0,Gemfibrozil,01,01,440.0,15263.1
202312,0212000Q0,Gemfibrozil,03,03,20.0,809.23
202312,0212000Q0,Gemfibrozil,05,05,1.0,44.24
202312,0212000X0,Pravastatin sodium,01,01,186588.0,371440.06
202312,0212000X0,Pravastatin sodium,05,05,215.0,3755.81
202312,0212000Y0,Simvastatin,01,01,1113978.0,1083300.32
202312,0212000Y0,Simvastatin,03,03,289.0,9608.5
202312,0212000Y0,Simvastatin,05,05,703.0,7505.84
202312,0301011AB,Beclometdiprop/formoterol/glycopyrronium,03,03,234869.0,11571958.0
202312,0301011B0,Bambuterol hydrochloride,03,02,41.0,1291.22
202312,0301011B0,Bambuterol hydrochloride,03,03,3.0,117.76
202312,0301011E0,Formoterol fumarate,03,02,1680.0,53967.2
202312,0301011E0,Formoterol fumarate,03,03,3904.0,116036.57
202312,0301011R0,Salbutamol,01,01,638961.0,2940020.56
202312,0301011R0,Salbutamol,03,01,203.0,364.47
202312,0301011R0,Salbutamol,03,02,55126.0,370501.49
202312,0301011R0,Salbutamol,03,03,1167314.0,2542614.86
202312,0301011R0,Salbutamol,05,01,1.0,2.39
202312,0301011R0,Salbutamol,05,05,116.0,4376.7
202312,0301011U0,Salmeterol,02,02,4970.0,177900.80000000002
202312,0301011U0,Salmeterol,03,02,2213.0,95203.16
202312,0301011U0,Salmeterol,03,03,5364.0,196441.48
202312,0301011V0,Terbutaline sulphate,01,01,243.0,7111.92
202312,0301011V0,Terbutaline sulphate,03,02,18031.0,187642.96
202312,0301011V0,Terbutaline sulphate,03,03,14670.0,147182.94
202312,0301011X0,Indacaterol maleate,03,02,252.0,9657.0
202312,0301011X0,Indacaterol maleate,03,03,309.0,11717.16
202312,0301011Z0,Olodaterol,03,02,29.0,843.2
202312,0301011Z0,Olodaterol,03,03,130.0,3794.4
202312,0301012F0,Ephedrine hydrochloride,01,01,207.0,73641.79999999999
202312,0301020I0,Ipratropium bromide,01,01,14923.0,137364.46
202312,0301020I0,Ipratropium bromide,03,01,11.0,86.94
202312,0301020I0,Ipratropium bromide,03,02,1.0,4.21
202312,0301020I0,Ipratropium bromide,03,03,3155.0,28692.53
202312,0301020I0,Ipratropium bromide,05,05,14.0,185.88
202312,0301020Q0,Tiotropium bromide,03,02,33900.0,1105161.07
202312,0301020Q0,Tiotropium bromide,03,03,162064.0,4618683.82
202312,0301020R0,Aclidinium bromide,03,02,1292.0,48912.5
202312,0301020R0,Aclidinium bromide,03,03,8694.0,318532.5
202312,0301020S0,Glycopyrronium bromide,03,02,1348.0,43780.0
202312,0301020S0,Glycopyrronium bromide,03,03,12648.0,402903.58
202312,0301020T0,Umeclidinium bromide,03,02,1137.0,37647.5
202312,0301020T0,Umeclidinium bromide,03,03,31483.0,984335.0
202312,0301030B0,Aminophylline,01,01,1.0,168.0
202312,0301030C0,Aminophylline hydrate,03,02,7.0,17.47
202312,0301030C0,Aminophylline hydrate,03,03,23.0,100.09
202312,0301030S0,Theophylline,03,02,1715.0,45809.72
202312,0301030S0,Theophylline,03,03,42125.0,1153251.15
202312,0301030S0,Theophylline,05,05,30.0,3575.88
202312,0301040AA,Glycopyrronium/formoterol,03,02,469.0,16217.5
202312,0301040AA,Glycopyrronium/formoterol,03,03,5811.0,205757.5
202312,0301040R0,Salbutamol,03,02,476.0,16213.009999999998
202312,0301040R0,Salbutamol,03,03,405.0,15127.06
202312,0301040V0,Aclidinium bromide/formoterol,03,02,424.0,16120.0
202312,0301040V0,Aclidinium bromide/formoterol,03,03,13046.0,481325.0
202312,0301040W0,Umeclidinium bromide/vilanterol,01,01,2034.0,76602.5
202312,0301040W0,Umeclidinium bromide/vilanterol,03,03,95541.0,3562422.5
202312,0301040X0,Tiotropium bromide/olodaterol,02,02,1145.0,40917.5
202312,0301040X0,Tiotropium bromide/olodaterol,03,02,997.0,35945.0
202312,0301040X0,Tiotropium bromide/olodaterol,03,03,27839.0,1012537.5
202312,0301040Y0,Indacaterol/glycopyrronium,03,02,758.0,27430.0
202312,0301040Y0,Indacaterol/glycopyrronium,03,03,17024.0,641124.1
202312,0302000C0,Beclometasone dipropionate,03,02,32255.0,729325.38
202312,0302000C0,Beclometasone dipropionate,03,03,1118664.0,26362368.02
202312,0302000C0,Beclometasone dipropionate,05,01,1.0,15.79
202312,0302000C0,Beclometasone dipropionate,05,05,2.0,10.28
202312,0302000K0,Budesonide,01,01,2167.0,193443.29
202312,0302000K0,Budesonide,03,02,16822.0,550210.54
202312,0302000K0,Budesonide,03,03,290364.0,9893692.43
202312,0302000K0,Budesonide,05,05,8.0,928.65
202312,0302000N0,Fluticasone propionate (Inhalation),01,01,2777.0,86959.54000000001
202312,0302000N0,Fluticasone propionate (Inhalation),03,01,39.0,3305.86
202312,0302000N0,Fluticasone propionate (Inhalation),03,02,34254.0,1037685.92
202312,0302000N0,Fluticasone propionate (Inhalation),03,03,218797.0,6621207.98
202312,0302000R0,Mometasone furoate,03,02,87.0,2816.07
202312,0302000R0,Mometasone furoate,03,03,117.0,3826.22
202312,0302000U0,Ciclesonide,03,02,3119.0,99249.77
202312,0302000U0,Ciclesonide,03,03,1188.0,37989.52
202312,0302000V0,Fluticasone furoate/vilanterol,03,02,3369.0,101453.5
202312,0302000V0,Fluticasone furoate/vilanterol,03,03,207823.0,8820701.5
202312,0302000W0,Mometasone/glycopyrronium/indacaterol,03,02,3.0,133.5
202312,0302000W0,Mometasone/glycopyrronium/indacaterol,03,03,1325.0,63056.5
202312,0302000X0,Indacaterol/mometasone,03,02,5.0,113.97
202312,0302000X0,Indacaterol/mometasone,03,03,87.0,2089.61
202312,0302000Y0,Formoterol/glycopyrronium/budesonide,03,03,13089.0,628562.5
202312,0303010Q0,Sodium cromoglicate,03,01,6.0,109.98
202312,0303010Q0,Sodium cromoglicate,03,03,4.0,91.65
202312,0303020G0,Montelukast,01,01,397698.0,1105346.21
202312,0303020G0,Montelukast,03,03,672.0,22131.16
202312,0303020G0,Montelukast,05,05,441.0,3860.02
202312,0303020Z0,Zafirlukast,03,02,1.0,35.5
202312,0303030B0,Roflumilast,01,01,633.0,20335.04
202312,0303030B0,Roflumilast,03,02,104.0,4405.030000000001
202312,0303030B0,Roflumilast,03,03,13.0,364.55
202312,0304010A0,Acrivastine,01,01,2820.0,64062.23
202312,0304010A0,Acrivastine,03,02,24.0,572.61
202312,0304010A0,Acrivastine,03,03,292.0,5415.14
202312,0304010A0,Acrivastine,05,05,2.0,12.82
202312,0304010AA,Mizolastine,03,02,1372.0,11766.94
202312,0304010AA,Mizolastine,03,03,73.0,596.49
202312,0304010AB,Desloratadine,01,01,11029.0,58278.47
202312,0304010AB,Desloratadine,03,01,1.0,6.77
202312,0304010AB,Desloratadine,03,03,1013.0,9625.05
202312,0304010AB,Desloratadine,05,05,16.0,105.92
202312,0304010AC,Levocetirizine,01,01,4151.0,31263.89
202312,0304010AC,Levocetirizine,03,02,159.0,1372.5
202312,0304010AC,Levocetirizine,03,03,213.0,1432.61
202312,0304010AC,Levocetirizine,05,05,15.0,89.47
202312,0304010AE,Rupatadine fumarate,01,01,218.0,26702.8
202312,0304010AF,Bilastine,03,02,265.0,2782.13
202312,0304010AF,Bilastine,03,03,3.0,30.0
202312,0304010AG,Ketotifen fumarate,01,01,310.0,6619.75
202312,0304010AG,Ketotifen fumarate,03,02,882.0,16098.88
202312,0304010AG,Ketotifen fumarate,03,03,42.0,811.08
202312,0304010D0,Loratadine,01,01,114136.0,146660.56
202312,0304010D0,Loratadine,03,03,3.0,19.54
202312,0304010D0,Loratadine,05,05,97.0,119.61
202312,0304010E0,Fexofenadine hydrochloride,01,01,407025.0,936643.36
202312,0304010E0,Fexofenadine hydrochloride,03,02,3982.0,23641.620000000003
202312,0304010E0,Fexofenadine hydrochloride,03,03,1211.0,13951.29
202312,0304010E0,Fexofenadine hydrochloride,05,01,1.0,1.91
202312,0304010E0,Fexofenadine hydrochloride,05,05,296.0,19930.93
202312,0304010G0,Chlorphenamine maleate,01,01,42119.0,127688.54
202312,0304010G0,Chlorphenamine maleate,03,01,4.0,10.92
202312,0304010G0,Chlorphenamine maleate,03,02,12427.0,46853.92
202312,0304010G0,Chlorphenamine maleate,03,03,7952.0,20258.72
202312,0304010G0,Chlorphenamine maleate,05,05,21.0,78.66
202312,0304010H0,Clemastine fumarate,03,02,4.0,23.21
202312,0304010H0,Clemastine fumarate,03,03,1.0,6.84
202312,0304010I0,Cetirizine hydrochloride,01,01,282651.0,858598.21
202312,0304010I0,Cetirizine hydrochloride,03,01,14.0,111.95
202312,0304010I0,Cetirizine hydrochloride,03,02,327.0,3892.89
202312,0304010I0,Cetirizine hydrochloride,03,03,1064.0,11291.31
202312,0304010I0,Cetirizine hydrochloride,05,01,48.0,32.14
202312,0304010I0,Cetirizine hydrochloride,05,05,264.0,1539.64
202312,0304010J0,Hydroxyzine hydrochloride,01,01,29318.0,40192.67
202312,0304010J0,Hydroxyzine hydrochloride,03,02,1.0,1138.82
202312,0304010J0,Hydroxyzine hydrochloride,03,03,21.0,29.58
202312,0304010J0,Hydroxyzine hydrochloride,05,05,65.0,7732.219999999999
202312,0304010K0,Cyproheptadine hydrochloride,03,02,190.0,2360.65
202312,0304010K0,Cyproheptadine hydrochloride,03,03,31.0,357.0
202312,0304010K0,Cyproheptadine hydrochloride,05,05,1.0,512.2
202312,0304010N0,Diphenhydramine hydrochloride,01,01,2509.0,14575.77
202312,0304010N0,Diphenhydramine hydrochloride,03,02,5.0,182.0
202312,0304010N0,Diphenhydramine hydrochloride,03,03,109.0,719.6899999999999
202312,0304010W0,Promethazine hydrochloride,01,01,182798.0,2887922.7100000004
202312,0304010W0,Promethazine hydrochloride,03,01,119.0,327.02
202312,0304010W0,Promethazine hydrochloride,03,02,7607.0,78247.62
202312,0304010W0,Promethazine hydrochloride,03,03,19510.0,58438.25
202312,0304010W0,Promethazine hydrochloride,05,05,102.0,2401.98
202312,0304010Y0,Alimemazine tartrate,01,01,1898.0,545958.9400000001
202312,0304010Y0,Alimemazine tartrate,03,03,212.0,41155.33
202312,0304010Y0,Alimemazine tartrate,05,05,23.0,6835.780000000001
202312,0304020AA,Benralizumab,03,02,1.0,1955.0
202312,0304020AB,Timothy grass pollen allergen extract,03,02,15.0,1682.52
202312,0304020AB,Timothy grass pollen allergen extract,03,03,147.0,15799.69
202312,0304020AD,House dust mites allergen extract,03,03,25.0,2147.2200000000003
202312,0304020X0,Omalizumab,03,02,3.0,512.29
202312,0304030C0,Adrenaline,01,01,168.0,4917.969999999999
202312,0304030C0,Adrenaline,02,02,179.0,19637.0
202312,0304030C0,Adrenaline,03,02,71.0,7799.18
202312,0304030C0,Adrenaline,03,03,23850.0,2715308.08
202312,0304030C0,Adrenaline,05,05,4.0,33.480000000000004
202312,0304030G0,Ephedrine hydrochloride,05,05,1.0,8.99
202312,0307000C0,Acetylcysteine,01,01,6887.0,80737.91
202312,0307000C0,Acetylcysteine,03,01,274.0,3848.82
202312,0307000C0,Acetylcysteine,03,02,7.0,2115.0
202312,0307000C0,Acetylcysteine,03,03,10603.0,64262.19
202312,0307000C0,Acetylcysteine,05,01,270.0,21468.17
202312,0307000C0,Acetylcysteine,05,05,179.0,5218.17
202312,0307000J0,Carbocisteine,01,01,303166.0,1967859.22
202312,0307000J0,Carbocisteine,03,01,1.0,4.2
202312,0307000J0,Carbocisteine,03,03,554.0,10714.16
202312,0307000J0,Carbocisteine,05,05,111.0,1174.57
202312,0307000K0,Dornase alfa,03,02,228.0,132381.31
202312,0307000K0,Dornase alfa,03,03,93.0,53051.81
202312,0307000Q0,Erdosteine,03,02,747.0,6299.75
202312,0307000Q0,Erdosteine,03,03,27.0,241.0
202312,0307000R0,Mannitol,03,03,1.0,231.66
202312,0307000U0,Tezacaftor/ivacaftor,03,03,1.0,224.78
202312,030800000,Other aromatic inhalation preparations,03,02,1.0,2.23
202312,030800000,Other aromatic inhalation preparations,03,03,1.0,1.88
202312,0309010C0,Codeine phosphate,01,01,9597.0,30136.89
202312,0309010C0,Codeine phosphate,03,01,1.0,0.99
202312,0309010C0,Codeine phosphate,03,03,16.0,22.35
202312,0309010C0,Codeine phosphate,05,05,17.0,102.29
202312,0309010L0,Dextromethorphan hydrobromide,03,02,81.0,15772.280000000002
202312,0309010L0,Dextromethorphan hydrobromide,03,03,35.0,222.76
202312,0309010N0,Diamorphine hydrochloride,05,05,1.0,240.03
202312,0309010X0,Pholcodine,03,01,1.0,1.48
202312,0309010X0,Pholcodine,05,01,4.0,18.07
202312,0309010X0,Pholcodine,05,05,28.0,77.05
202312,030902000,Other expectorantand demulcent cough preparations,03,03,5.0,29.6
202312,030902040,Diphenhydramine hydrochloride,03,02,1.0,3.31
202312,030902040,Diphenhydramine hydrochloride,03,03,3.0,9.93
202312,0309020AH,Ammonium chloride/diphenhydramine hydrochloride,03,03,1.0,2.29
202312,0309020D0,Simple,01,01,6690.0,10297.34
202312,0309020D0,Simple,05,05,1.0,2.68
202312,0309020G0,Guaifenesin,03,02,76.0,399.14
202312,0309020G0,Guaifenesin,03,03,87.0,363.06
202312,0309020H0,Glycerol,03,02,3.0,8.719999999999999
202312,0309020H0,Glycerol,03,03,29.0,93.71
202312,0309020H0,Glycerol,05,05,24.0,46.8
202312,0309020I0,Squill,03,03,11.0,44.84
202312,0309020R0,Dextromethorphan hydrobrom compound prepartions,03,03,5.0,20.05
202312,0310000E0,Ephedrine hydrochloride,03,02,1.0,66.04
202312,0310000E0,Ephedrine hydrochloride,03,03,9.0,739.66
202312,0310000N0,Pseudoephedrine hydrochloride,03,02,1310.0,10017.32
202312,0310000N0,Pseudoephedrine hydrochloride,03,03,219.0,1245.28
202312,0311010B0,Pirfenidone,05,01,1.0,7.97
202312,0401010AC,Sodium oxybate,01,01,132.0,128160.0
202312,0401010AC,Sodium oxybate,03,01,5.0,9000.0
202312,0401010AC,Sodium oxybate,03,03,25.0,28800.0
202312,0401010AD,Melatonin,01,01,117298.0,2896263.84
202312,0401010AD,Melatonin,03,01,38.0,1580.98
202312,0401010AD,Melatonin,03,02,11121.0,368256.56
202312,0401010AD,Melatonin,03,03,49599.0,2055906.02
202312,0401010AD,Melatonin,05,01,23.0,2909.38
202312,0401010AD,Melatonin,05,05,3335.0,264041.23
202312,0401010B0,Chloral hydrate,01,01,813.0,396251.79
202312,0401010B0,Chloral hydrate,05,05,85.0,38956.1
202312,0401010C0,Cloral betaine,05,05,7.0,1810.9
202312,0401010D0,Clomethiazole edisilate,01,01,56.0,2511.6
202312,0401010F0,Clomethiazole,01,01,525.0,11860.35
202312,0401010F0,Clomethiazole,05,05,2.0,91.84
202312,0401010N0,Loprazolam mesilate,01,01,1025.0,24932.88
202312,0401010N0,Loprazolam mesilate,05,05,3.0,65.57
202312,0401010P0,Lormetazepam,01,01,931.0,18563.82
202312,0401010R0,Nitrazepam,01,01,24379.0,193830.08
202312,0401010R0,Nitrazepam,05,05,37.0,2267.23
202312,0401010T0,Temazepam,01,01,29126.0,637992.89
202312,0401010T0,Temazepam,05,05,69.0,2280.49
202312,0401010Y0,Zolpidem tartrate,01,01,50718.0,52137.03
202312,0401010Y0,Zolpidem tartrate,05,05,53.0,100.32
202312,0401010Z0,Zopiclone,01,01,372975.0,367420.27
202312,0401010Z0,Zopiclone,03,03,1300.0,3478.2200000000003
202312,0401010Z0,Zopiclone,05,05,686.0,8887.97
202312,0401020A0,Alprazolam,03,02,2.0,2.9
202312,0401020B0,Buspirone hydrochloride,01,01,18395.0,195948.08
202312,0401020B0,Buspirone hydrochloride,05,05,35.0,16440.739999999998
202312,0401020E0,Chlordiazepoxide hydrochloride,01,01,1809.0,21612.8
202312,0401020E0,Chlordiazepoxide hydrochloride,05,05,10.0,37.56
202312,0401020K0,Diazepam,01,01,346096.0,401050.81
202312,0401020K0,Diazepam,03,02,1.0,54.3
202312,0401020K0,Diazepam,03,03,19.0,178.77
202312,0401020K0,Diazepam,05,01,152.0,24749.65
202312,0401020K0,Diazepam,05,05,989.0,135548.88
202312,0401020P0,Lorazepam,01,01,89759.0,568182.22
202312,0401020P0,Lorazepam,05,01,484.0,10640.75
202312,0401020P0,Lorazepam,05,05,435.0,10334.51
202312,0401020T0,Oxazepam,01,01,4010.0,21998.35
202312,0401020T0,Oxazepam,05,05,3.0,397.79
202312,0401030E0,Amobarbital sodium,03,01,60.0,1824.42
202312,0401030E0,Amobarbital sodium,03,03,11.0,969.57
202312,0401030H0,Butobarbital,03,01,7.0,2275.6
202312,0401030H0,Butobarbital,03,03,1.0,282.9
202312,0401030T0,Secobarbital sodium,03,01,7.0,1515.64
202312,0401030T0,Secobarbital sodium,03,03,18.0,3539.2900000000004
202312,0401030T0,Secobarbital sodium,05,05,7.0,2253.73
202312,0401040A0,Daridorexant,03,02,116.0,4975.6
202312,0401040A0,Daridorexant,03,03,6.0,252.0
202312,040201010,Zuclopenthixol acetate,03,02,2.0,58.1
202312,040201030,Risperidone,01,01,140985.0,454797.94
202312,040201030,Risperidone,03,01,2.0,38.66
202312,040201030,Risperidone,03,03,37.0,971.79
202312,040201030,Risperidone,05,01,5921.0,473494.5
202312,040201030,Risperidone,05,02,1.0,11.37
202312,040201030,Risperidone,05,05,1330.0,112575.32
202312,040201060,Olanzapine,01,01,219272.0,373346.03
202312,040201060,Olanzapine,03,02,354.0,30376.11
202312,040201060,Olanzapine,03,03,729.0,61428.92
202312,040201060,Olanzapine,05,01,8.0,85.76
202312,040201060,Olanzapine,05,05,237.0,6864.45
202312,0402010A0,Amisulpride,01,01,31908.0,579004.46
202312,0402010A0,Amisulpride,03,03,6.0,196.64
202312,0402010A0,Amisulpride,05,05,27.0,3064.45
202312,0402010AB,Quetiapine,01,01,318406.0,1457959.46
202312,0402010AB,Quetiapine,03,01,24.0,341.92
202312,0402010AB,Quetiapine,03,02,822.0,37310.72
202312,0402010AB,Quetiapine,03,03,57266.0,1031124.99
202312,0402010AB,Quetiapine,05,01,8.0,5107.67
202312,0402010AB,Quetiapine,05,05,421.0,19837.43
202312,0402010AD,Aripiprazole,01,01,140348.0,2189059.22
202312,0402010AD,Aripiprazole,03,01,3.0,202.37
202312,0402010AD,Aripiprazole,03,03,1018.0,81897.03
202312,0402010AD,Aripiprazole,05,05,58.0,1745.94
202312,0402010AE,Paliperidone,03,02,319.0,28256.36
202312,0402010AE,Paliperidone,03,03,4.0,291.84
202312,0402010AG,Ziprasidone hydrochloride,03,02,6.0,1830.84
202312,0402010AG,Ziprasidone hydrochloride,05,05,2.0,30.0
202312,0402010AI,Lurasidone,03,02,4307.0,150387.95
202312,0402010AI,Lurasidone,03,03,24.0,1240.8000000000002
202312,0402010AJ,Cariprazine,03,02,439.0,29773.38
202312,0402010AJ,Cariprazine,03,03,9.0,513.73
202312,0402010B0,Benperidol,03,02,2.0,200.32
202312,0402010C0,Clozapine,03,02,203.0,7718.34
202312,0402010C0,Clozapine,03,03,49.0,1269.07
202312,0402010D0,Chlorpromazine hydrochloride,01,01,15463.0,554857.3200000001
202312,0402010D0,Chlorpromazine hydrochloride,05,05,7.0,696.44
202312,0402010H0,Flupentixol hydrochloride,03,02,2992.0,16454.36
202312,0402010H0,Flupentixol hydrochloride,03,03,234.0,1545.07
202312,0402010I0,Fluphenazine hydrochloride,05,05,2.0,354.13
202312,0402010J0,Haloperidol,01,01,26341.0,2030532.06
202312,0402010J0,Haloperidol,03,01,6.0,283.05
202312,0402010J0,Haloperidol,03,02,1.0,0.28
202312,0402010J0,Haloperidol,03,03,132.0,1175.75
202312,0402010J0,Haloperidol,05,05,67.0,11000.08
202312,0402010K0,Levomepromazine maleate,01,01,2574.0,114924.82
202312,0402010K0,Levomepromazine maleate,03,03,123.0,1600.82
202312,0402010K0,Levomepromazine maleate,05,05,32.0,6803.67
202312,0402010L0,Levomepromazine hydrochloride,01,01,11351.0,188914.37
202312,0402010L0,Levomepromazine hydrochloride,03,01,4.0,66.42999999999999
202312,0402010L0,Levomepromazine hydrochloride,03,02,42.0,4877.2
202312,0402010L0,Levomepromazine hydrochloride,03,03,27.0,999.03
202312,0402010L0,Levomepromazine hydrochloride,05,05,5.0,90.59
202312,0402010P0,Pericyazine,01,01,4959.0,118773.77
202312,0402010P0,Pericyazine,05,05,9.0,130.2
202312,0402010Q0,Perphenazine,05,05,21.0,3001.9700000000003
202312,0402010R0,Pimozide,03,02,227.0,2809.05
202312,0402010R0,Pimozide,03,03,183.0,7474.13
202312,0402010R0,Pimozide,05,05,1.0,523.12
202312,0402010S0,Promazine hydrochloride,01,01,9030.0,527259.7
202312,0402010S0,Promazine hydrochloride,05,01,1.0,4.01
202312,0402010S0,Promazine hydrochloride,05,05,15.0,2079.28
202312,0402010T0,Zuclopenthixol hydrochloride,03,02,6748.0,58679.69
202312,0402010T0,Zuclopenthixol hydrochloride,03,03,1412.0,11835.57
202312,0402010U0,Sulpiride,01,01,7199.0,136506.16
202312,0402010U0,Sulpiride,05,05,6.0,138.08
202312,0402010W0,Thioridazine,03,01,1.0,298.95
202312,0402010W0,Thioridazine,05,01,3.0,1124.05
202312,0402010X0,Trifluoperazine,01,01,2082.0,153471.06
202312,0402010X0,Trifluoperazine,05,05,11.0,1236.1799999999998
202312,0402020AA,Risperidone,03,02,328.0,71493.53
202312,0402020AA,Risperidone,03,03,327.0,68289.3
202312,0402020AB,Paliperidone,01,01,1093.0,410822.03
202312,0402020AB,Paliperidone,03,01,1.0,392.59
202312,0402020AB,Paliperidone,03,02,69.0,67625.16
202312,0402020AB,Paliperidone,03,03,117.0,89829.35
202312,0402020AC,Olanzapine embonate,03,02,29.0,13067.759999999998
202312,0402020AC,Olanzapine embonate,03,03,3.0,1781.12
202312,0402020AD,Aripiprazole,03,02,1280.0,366101.01
202312,0402020AD,Aripiprazole,03,03,127.0,49812.66
202312,0402020G0,Flupentixol decanoate,01,01,637.0,4934.02
202312,0402020G0,Flupentixol decanoate,03,01,1.0,2.54
202312,0402020G0,Flupentixol decanoate,03,02,1113.0,40549.32
202312,0402020G0,Flupentixol decanoate,03,03,1214.0,19633.82
202312,0402020L0,Fluphenazine decanoate,03,01,1.0,6250.0
202312,0402020L0,Fluphenazine decanoate,05,05,10.0,7212.91
202312,0402020T0,Haloperidol decanoate,03,02,488.0,6662.54
202312,0402020T0,Haloperidol decanoate,03,03,104.0,1314.71
202312,0402020Z0,Zuclopenthixol decanoate,03,02,1754.0,33284.26
202312,0402020Z0,Zuclopenthixol decanoate,03,03,649.0,8630.02
202312,0402030K0,Lithium carbonate,01,01,3093.0,39072.09
202312,0402030K0,Lithium carbonate,03,01,27.0,170.58
202312,0402030K0,Lithium carbonate,03,02,2132.0,9807.38
202312,0402030K0,Lithium carbonate,03,03,63422.0,323454.84
202312,0402030K0,Lithium carbonate,05,05,340.0,17560.35
202312,0402030P0,Lithium citrate,03,02,91.0,2240.17
202312,0402030P0,Lithium citrate,03,03,485.0,12606.1
202312,0402030Q0,Valproic acid,02,02,18927.0,289357.47000000003
202312,0402030Q0,Valproic acid,03,02,2867.0,53167.87
202312,0402030Q0,Valproic acid,03,03,22290.0,367097.2
202312,0402030R0,Asenapine,03,02,84.0,6224.4
202312,0402030R0,Asenapine,03,03,3.0,256.5
202312,0403010B0,Amitriptyline hydrochloride,01,01,1326302.0,1775210.44
202312,0403010B0,Amitriptyline hydrochloride,05,05,699.0,2515.0200000000004
202312,0403010F0,Clomipramine hydrochloride,01,01,18973.0,251256.59000000003
202312,0403010F0,Clomipramine hydrochloride,03,02,2.0,9.07
202312,0403010F0,Clomipramine hydrochloride,05,05,42.0,1037.91
202312,0403010J0,Dosulepin hydrochloride,01,01,27129.0,351982.83
202312,0403010J0,Dosulepin hydrochloride,03,03,313.0,1364.49
202312,0403010J0,Dosulepin hydrochloride,05,05,50.0,2507.6000000000004
202312,0403010L0,Doxepin,01,01,1301.0,267722.09
202312,0403010L0,Doxepin,05,05,8.0,2168.58
202312,0403010N0,Imipramine hydrochloride,01,01,8883.0,44202.7
202312,0403010N0,Imipramine hydrochloride,05,05,12.0,4035.48
202312,0403010R0,Lofepramine hydrochloride,01,01,10645.0,160381.36
202312,0403010R0,Lofepramine hydrochloride,05,05,14.0,417.51
202312,0403010T0,Mianserin hydrochloride,01,01,87.0,5119.74
202312,0403010T0,Mianserin hydrochloride,05,05,1.0,85.2
202312,0403010V0,Nortriptyline,01,01,76206.0,263417.54000000004
202312,0403010V0,Nortriptyline,05,05,129.0,944.63
202312,0403010X0,Trazodone hydrochloride,01,01,109311.0,346304.04000000004
202312,0403010X0,Trazodone hydrochloride,03,03,30.0,345.14
202312,0403010X0,Trazodone hydrochloride,05,05,111.0,4466.759999999999
202312,0403010Y0,Trimipramine maleate,01,01,1227.0,463632.43
202312,0403010Y0,Trimipramine maleate,05,05,17.0,1900.57
202312,0403020H0,Isocarboxazid,01,01,112.0,37050.06
202312,0403020H0,Isocarboxazid,05,05,1.0,822.03
202312,0403020K0,Moclobemide,01,01,588.0,11288.04
202312,0403020K0,Moclobemide,03,03,68.0,1267.54
202312,0403020K0,Moclobemide,05,05,2.0,52.22
202312,0403020M0,Phenelzine sulfate,03,02,374.0,46263.600000000006
202312,0403020M0,Phenelzine sulfate,03,03,36.0,4314.0
202312,0403020M0,Phenelzine sulfate,05,05,9.0,5264.16
202312,0403020Q0,Tranylcypromine sulfate,01,01,307.0,448881.25
202312,0403020Q0,Tranylcypromine sulfate,05,05,2.0,1730.16
202312,0403030D0,Citalopram hydrobromide,01,01,1124011.0,1299842.35
202312,0403030D0,Citalopram hydrobromide,03,03,343.0,5057.2
202312,0403030D0,Citalopram hydrobromide,05,05,600.0,1714.94
202312,0403030E0,Fluoxetine hydrochloride,01,01,619224.0,1575196.42
202312,0403030E0,Fluoxetine hydrochloride,03,01,2.0,25.9
202312,0403030E0,Fluoxetine hydrochloride,03,02,409.0,1773.46
202312,0403030E0,Fluoxetine hydrochloride,03,03,52.0,1741.63
202312,0403030E0,Fluoxetine hydrochloride,05,01,187.0,10422.37
202312,0403030E0,Fluoxetine hydrochloride,05,05,620.0,18088.3
202312,0403030L0,Fluvoxamine maleate,01,01,1345.0,27988.46
202312,0403030L0,Fluvoxamine maleate,03,03,119.0,2861.73
202312,0403030P0,Paroxetine hydrochloride,01,01,104227.0,245396.0
202312,0403030P0,Paroxetine hydrochloride,03,02,5.0,63.84
202312,0403030P0,Paroxetine hydrochloride,03,03,1951.0,47212.14
202312,0403030P0,Paroxetine hydrochloride,05,05,34.0,1287.03
202312,0403030Q0,Sertraline hydrochloride,01,01,1956285.0,3013030.21
